EmpID,Name,Age,Department,JobRole,EducationField,Attrition,YearsAtCompany,WorkLifeBalance,EmployeeStatus,JoiningDate,ManagerName,Location,PhoneNumber,email,MonthlyIncome
744,Employee_744,36,Research & Development,Manufacturing Director,Medical,No,3,3,On Leave,11/21/2011,Alice Johnson,Austin,-944,user744@example.com,64816
745,Employee_745,36,Research & Development,Laboratory Technician,Medical,No,8,2,On Leave,5/5/2015,Charlie Davis,San Francisco,-950,user745@example.com,75106
746,Employee_746,36,Research & Development,Laboratory Technician,Medical,No,8,3,Resigned,4/2/2011,Diana Green,San Francisco,-879,user746@example.com,83932
747,Employee_747,36,Research & Development,Laboratory Technician,Life Sciences,No,13,4,On Leave,11/1/2015,Charlie Davis,Austin,-931,user747@example.com,47100
748,Employee_748,36,Research & Development,Laboratory Technician,Life Sciences,No,15,3,Resigned,11/20/2020,Diana Green,Austin,-940,user748@example.com,87091
749,Employee_749,36,Research & Development,Research Scientist,Technical Degree,No,8,3,Active,8/15/2021,Bob Smith,Austin,-916,user749@example.com,51949
750,Employee_750,36,Research & Development,Laboratory Technician,Life Sciences,No,1,3,Active,3/25/2013,Diana Green,Chicago,-903,user750@example.com,100080
751,Employee_751,36,Research & Development,Laboratory Technician,Life Sciences,No,9,3,Resigned,9/25/2021,Bob Smith,Austin,-929,user751@example.com,67744
752,Employee_752,36,Sales,Sales Executive,Medical,No,1,3,On Leave,10/6/2019,Diana Green,New York,-903,user752@example.com,75543
753,Employee_753,36,Sales,Sales Executive,Medical,No,13,3,Resigned,6/1/2012,Alice Johnson,San Francisco,-915,user753@example.com,66187
754,Employee_754,36,Research & Development,Research Scientist,Life Sciences,No,2,3,On Leave,2/4/2011,Charlie Davis,Austin,-947,user754@example.com,37239
755,Employee_755,36,Sales,Sales Executive,Medical,No,10,3,Active,9/1/2011,Alice Johnson,Austin,-895,user755@example.com,44489
756,Employee_756,36,Sales,Sales Executive,Medical,No,10,2,On Leave,6/27/2014,Diana Green,Chicago,-944,user756@example.com,88017
757,Employee_757,36,Research & Development,Manufacturing Director,Medical,No,3,3,Resigned,11/19/2015,Diana Green,Chicago,-916,user757@example.com,91877
758,Employee_758,36,Research & Development,Research Director,Life Sciences,No,8,3,Resigned,10/14/2013,Diana Green,San Francisco,-928,user758@example.com,73125
759,Employee_759,36,Sales,Sales Executive,Life Sciences,No,10,3,Active,11/4/2013,Bob Smith,New York,-917,user759@example.com,79922
760,Employee_760,36,Research & Development,Manufacturing Director,Other,No,9,3,On Leave,3/30/2012,Charlie Davis,San Francisco,-903,user760@example.com,62049
761,Employee_761,36,Human Resources,Human Resources,Human Resources,No,5,3,On Leave,1/6/2019,Charlie Davis,Austin,-953,user761@example.com,67131
762,Employee_762,36,Sales,Sales Executive,Life Sciences,No,18,2,On Leave,3/30/2012,Diana Green,New York,-944,user762@example.com,72944
763,Employee_763,36,Human Resources,Human Resources,Life Sciences,No,5,3,Active,2/24/2011,Diana Green,New York,-895,user763@example.com,103963
764,Employee_764,36,Research & Development,Healthcare Representative,Life Sciences,No,16,2,On Leave,7/21/2021,Bob Smith,New York,-916,user764@example.com,54285
765,Employee_765,36,Research & Development,Research Scientist,Other,No,6,3,Resigned,5/15/2022,Alice Johnson,New York,-946,user765@example.com,67626
766,Employee_766,36,Research & Development,Laboratory Technician,Medical,No,11,3,On Leave,1/16/2019,Alice Johnson,San Francisco,-870,user766@example.com,72808
767,Employee_767,36,Sales,Sales Executive,Life Sciences,Yes,16,3,Active,2/17/2014,Charlie Davis,Chicago,-894,user767@example.com,118464
768,Employee_768,36,Sales,Sales Executive,Technical Degree,No,7,3,On Leave,2/7/2012,Bob Smith,Chicago,-869,user768@example.com,83871
769,Employee_769,36,Research & Development,Laboratory Technician,Life Sciences,Yes,17,3,On Leave,8/7/2015,Diana Green,Austin,-875,user769@example.com,49198
770,Employee_770,36,Research & Development,Laboratory Technician,Other,Yes,1,2,Resigned,11/10/2015,Charlie Davis,Chicago,-921,user770@example.com,49758
771,Employee_771,36,Research & Development,Manufacturing Director,Medical,No,14,2,On Leave,4/18/2018,Bob Smith,Chicago,-882,user771@example.com,45254
772,Employee_772,36,Research & Development,Manufacturing Director,Life Sciences,No,11,3,Resigned,3/30/2014,Alice Johnson,Chicago,-939,user772@example.com,74238
773,Employee_773,36,Research & Development,Laboratory Technician,Life Sciences,No,7,3,Resigned,10/31/2014,Bob Smith,Chicago,-882,user773@example.com,31252
774,Employee_774,36,Research & Development,Manufacturing Director,Technical Degree,No,7,3,Active,3/30/2017,Alice Johnson,Austin,-949,user774@example.com,69764
775,Employee_775,36,Research & Development,Research Scientist,Technical Degree,No,11,2,Resigned,3/5/2020,Bob Smith,San Francisco,-953,user775@example.com,107709
776,Employee_776,36,Research & Development,Manufacturing Director,Life Sciences,No,16,3,Resigned,8/11/2022,Charlie Davis,New York,-934,user776@example.com,67441
777,Employee_777,36,Research & Development,Healthcare Representative,Technical Degree,No,7,3,Active,4/9/2022,Alice Johnson,Chicago,-899,user777@example.com,83682
778,Employee_778,36,Sales,Sales Executive,Marketing,No,15,2,Resigned,4/12/2016,Charlie Davis,San Francisco,-871,user778@example.com,89494
779,Employee_779,36,Sales,Sales Executive,Marketing,No,5,3,Active,6/1/2017,Charlie Davis,Chicago,-918,user779@example.com,111317
780,Employee_780,36,Research & Development,Laboratory Technician,Life Sciences,No,10,2,On Leave,6/19/2012,Alice Johnson,Chicago,-931,user780@example.com,95215
781,Employee_781,36,Sales,Sales Executive,Marketing,No,3,2,Active,6/12/2018,Alice Johnson,New York,-942,user781@example.com,108587
782,Employee_782,36,Sales,Sales Representative,Life Sciences,No,3,2,Resigned,7/3/2015,Diana Green,New York,-908,user782@example.com,36949
783,Employee_783,36,Sales,Sales Executive,Life Sciences,No,1,3,Active,8/30/2010,Diana Green,New York,-940,user783@example.com,85393
784,Employee_784,36,Research & Development,Laboratory Technician,Life Sciences,No,3,3,Resigned,7/13/2016,Diana Green,Chicago,-888,user784@example.com,103553
785,Employee_785,36,Research & Development,Manufacturing Director,Life Sciences,No,3,3,On Leave,9/8/2021,Charlie Davis,Chicago,-920,user785@example.com,36941
786,Employee_786,36,Research & Development,Healthcare Representative,Life Sciences,No,3,3,Active,11/3/2011,Charlie Davis,Chicago,-945,user786@example.com,55934
787,Employee_787,36,Research & Development,Laboratory Technician,Life Sciences,No,4,3,On Leave,6/13/2010,Diana Green,New York,-940,user787@example.com,53386
788,Employee_788,36,Research & Development,Manufacturing Director,Medical,No,3,3,Resigned,4/10/2011,Charlie Davis,Austin,-881,user788@example.com,91886
789,Employee_789,36,Research & Development,Healthcare Representative,Life Sciences,No,5,3,Resigned,5/1/2018,Charlie Davis,San Francisco,-873,user789@example.com,105745
790,Employee_790,36,Research & Development,Healthcare Representative,Life Sciences,No,3,2,On Leave,7/29/2022,Alice Johnson,Austin,-869,user790@example.com,113251
791,Employee_791,36,Sales,Sales Representative,Life Sciences,No,13,2,Active,9/8/2016,Alice Johnson,Chicago,-869,user791@example.com,83413
792,Employee_792,36,Sales,Sales Executive,Marketing,Yes,2,3,Active,6/13/2016,Charlie Davis,Chicago,-921,user792@example.com,86800
793,Employee_793,36,Research & Development,Healthcare Representative,Life Sciences,No,12,3,Resigned,9/18/2021,Diana Green,Austin,-890,user793@example.com,72318
794,Employee_794,36,Research & Development,Research Scientist,Other,No,1,3,On Leave,12/8/2022,Bob Smith,Chicago,-932,user794@example.com,100173
795,Employee_795,36,Sales,Sales Executive,Technical Degree,No,10,3,On Leave,1/1/2017,Diana Green,San Francisco,-932,user795@example.com,100390
796,Employee_796,36,Human Resources,Human Resources,Human Resources,No,10,2,Active,6/30/2011,Bob Smith,Chicago,-892,user796@example.com,82329
797,Employee_797,36,Sales,Sales Executive,Marketing,No,4,1,Active,12/3/2022,Diana Green,San Francisco,-897,user797@example.com,73088
798,Employee_798,36,Research & Development,Laboratory Technician,Life Sciences,No,5,3,Active,7/2/2020,Alice Johnson,Austin,-915,user798@example.com,69811
799,Employee_799,36,Sales,Sales Executive,Medical,No,9,3,On Leave,8/17/2011,Charlie Davis,Austin,-926,user799@example.com,85479
800,Employee_800,36,Research & Development,Manufacturing Director,Life Sciences,No,4,3,Active,6/1/2020,Charlie Davis,Chicago,-916,user800@example.com,115392
801,Employee_801,36,Sales,Sales Executive,Marketing,No,15,2,Active,12/30/2013,Alice Johnson,San Francisco,-884,user801@example.com,117369
802,Employee_802,36,Sales,Sales Executive,Marketing,No,6,2,Resigned,7/26/2019,Bob Smith,Chicago,-886,user802@example.com,49963
803,Employee_803,36,Research & Development,Laboratory Technician,Medical,No,5,3,Active,2/14/2017,Bob Smith,New York,-870,user803@example.com,85123
804,Employee_804,36,Research & Development,Laboratory Technician,Medical,No,5,3,Active,9/10/2016,Bob Smith,New York,-947,user804@example.com,103477
805,Employee_805,37,Research & Development,Laboratory Technician,Other,Yes,0,3,On Leave,4/26/2017,Alice Johnson,New York,-907,user805@example.com,44388
806,Employee_806,37,Research & Development,Research Scientist,Life Sciences,No,1,3,On Leave,7/2/2021,Bob Smith,New York,-926,user806@example.com,35569
807,Employee_807,37,Research & Development,Manufacturing Director,Life Sciences,No,7,4,Resigned,1/17/2010,Alice Johnson,Chicago,-887,user807@example.com,99836
808,Employee_808,37,Research & Development,Research Director,Medical,No,5,4,Active,9/27/2018,Diana Green,New York,-886,user808@example.com,66586
809,Employee_809,37,Human Resources,Human Resources,Human Resources,Yes,3,3,Resigned,1/28/2011,Diana Green,San Francisco,-935,user809@example.com,42015
810,Employee_810,37,Research & Development,Healthcare Representative,Life Sciences,No,1,4,On Leave,3/1/2011,Alice Johnson,Austin,-866,user810@example.com,75002
811,Employee_811,37,Sales,Sales Executive,Life Sciences,No,5,3,Resigned,7/26/2011,Charlie Davis,Austin,-870,user811@example.com,36254
812,Employee_812,37,Research & Development,Research Scientist,Life Sciences,No,8,2,On Leave,12/11/2019,Diana Green,New York,-877,user812@example.com,47144
813,Employee_813,37,Research & Development,Research Director,Other,No,10,3,Resigned,1/25/2013,Bob Smith,New York,-911,user813@example.com,54214
814,Employee_814,37,Sales,Sales Representative,Marketing,No,9,3,Resigned,8/30/2010,Alice Johnson,New York,-899,user814@example.com,110719
815,Employee_815,37,Research & Development,Research Scientist,Medical,No,3,2,Active,9/2/2020,Bob Smith,Chicago,-914,user815@example.com,101774
816,Employee_816,37,Research & Development,Manufacturing Director,Medical,Yes,1,3,Resigned,3/19/2021,Bob Smith,Austin,-943,user816@example.com,36090
817,Employee_817,37,Sales,Sales Executive,Medical,No,5,4,Active,3/29/2016,Charlie Davis,New York,-910,user817@example.com,41637
818,Employee_818,37,Research & Development,Research Director,Medical,No,5,3,Active,2/28/2012,Bob Smith,San Francisco,-892,user818@example.com,52415
819,Employee_819,37,Research & Development,Research Scientist,Life Sciences,No,17,3,Active,12/16/2011,Charlie Davis,New York,-938,user819@example.com,54071
820,Employee_820,37,Research & Development,Research Scientist,Medical,No,4,2,Active,10/20/2017,Diana Green,Austin,-891,user820@example.com,88243
821,Employee_821,37,Research & Development,Manufacturing Director,Medical,No,6,2,Resigned,2/15/2012,Alice Johnson,New York,-912,user821@example.com,71240
822,Employee_822,37,Research & Development,Research Scientist,Medical,No,7,3,On Leave,1/9/2021,Bob Smith,Austin,-951,user822@example.com,113807
823,Employee_823,37,Research & Development,Laboratory Technician,Medical,No,5,3,On Leave,2/26/2016,Alice Johnson,New York,-921,user823@example.com,63434
824,Employee_824,37,Research & Development,Laboratory Technician,Life Sciences,No,18,2,On Leave,3/20/2010,Bob Smith,San Francisco,-928,user824@example.com,99724
825,Employee_825,37,Research & Development,Manufacturing Director,Life Sciences,No,1,2,Resigned,10/1/2020,Alice Johnson,New York,-913,user825@example.com,105697
826,Employee_826,37,Research & Development,Research Scientist,Medical,No,13,3,Active,5/5/2012,Bob Smith,San Francisco,-926,user826@example.com,58732
827,Employee_827,37,Research & Development,Manufacturing Director,Technical Degree,No,6,4,On Leave,11/19/2015,Bob Smith,San Francisco,-946,user827@example.com,41314
828,Employee_828,37,Sales,Sales Executive,Medical,No,9,3,Resigned,10/28/2012,Bob Smith,New York,-891,user828@example.com,53954
829,Employee_829,37,Research & Development,Manufacturing Director,Life Sciences,No,6,2,Active,12/16/2018,Bob Smith,San Francisco,-901,user829@example.com,87108
830,Employee_830,37,Sales,Sales Executive,Marketing,No,3,2,On Leave,10/17/2019,Bob Smith,Chicago,-866,user830@example.com,117044
831,Employee_831,37,Research & Development,Manufacturing Director,Other,No,10,3,Active,6/14/2021,Bob Smith,New York,-873,user831@example.com,117505
832,Employee_832,37,Research & Development,Research Scientist,Life Sciences,No,1,3,On Leave,6/19/2019,Bob Smith,New York,-917,user832@example.com,66668
833,Employee_833,37,Research & Development,Research Scientist,Life Sciences,No,5,2,On Leave,8/8/2019,Bob Smith,San Francisco,-944,user833@example.com,53061
834,Employee_834,37,Sales,Sales Executive,Marketing,No,1,3,On Leave,2/12/2011,Bob Smith,San Francisco,-912,user834@example.com,109252
835,Employee_835,37,Sales,Sales Representative,Medical,No,5,3,Active,6/4/2017,Alice Johnson,New York,-921,user835@example.com,69749
836,Employee_836,37,Sales,Sales Executive,Medical,No,10,3,Resigned,6/16/2018,Charlie Davis,Chicago,-951,user836@example.com,46907
837,Employee_837,37,Sales,Sales Executive,Life Sciences,Yes,14,1,Active,7/27/2014,Bob Smith,San Francisco,-879,user837@example.com,48777
838,Employee_838,37,Research & Development,Healthcare Representative,Medical,Yes,1,1,On Leave,5/28/2010,Charlie Davis,San Francisco,-893,user838@example.com,81745
839,Employee_839,37,Research & Development,Healthcare Representative,Other,No,4,2,Active,11/6/2021,Bob Smith,Austin,-952,user839@example.com,111818
840,Employee_840,37,Sales,Sales Executive,Life Sciences,No,1,3,Resigned,9/2/2020,Bob Smith,Chicago,-943,user840@example.com,53624
841,Employee_841,37,Research & Development,Healthcare Representative,Medical,No,6,3,Active,5/5/2015,Alice Johnson,Chicago,-953,user841@example.com,53321
842,Employee_842,37,Research & Development,Manufacturing Director,Life Sciences,No,14,2,Resigned,1/1/2011,Diana Green,New York,-867,user842@example.com,40488
843,Employee_843,37,Research & Development,Research Scientist,Life Sciences,No,6,3,Resigned,8/2/2014,Diana Green,Chicago,-891,user843@example.com,52574
844,Employee_844,37,Research & Development,Laboratory Technician,Medical,No,3,3,Active,5/29/2022,Alice Johnson,New York,-879,user844@example.com,35240
845,Employee_845,37,Research & Development,Laboratory Technician,Technical Degree,No,6,1,On Leave,4/22/2022,Charlie Davis,Austin,-924,user845@example.com,73221
846,Employee_846,37,Research & Development,Research Scientist,Medical,No,10,3,Resigned,12/21/2016,Diana Green,Chicago,-921,user846@example.com,40478
847,Employee_847,37,Research & Development,Manufacturing Director,Life Sciences,No,4,2,Active,7/17/2011,Alice Johnson,San Francisco,-872,user847@example.com,85645
848,Employee_848,37,Research & Development,Research Scientist,Medical,No,8,1,Resigned,10/3/2019,Alice Johnson,Austin,-868,user848@example.com,49262
849,Employee_849,37,Sales,Sales Executive,Medical,No,6,2,On Leave,10/25/2016,Diana Green,New York,-888,user849@example.com,82796
850,Employee_850,37,Sales,Sales Executive,Marketing,No,5,3,Active,2/12/2012,Charlie Davis,Austin,-883,user850@example.com,34432
851,Employee_851,37,Human Resources,Human Resources,Other,No,10,2,Active,7/31/2015,Alice Johnson,New York,-903,user851@example.com,94291
852,Employee_852,37,Research & Development,Manufacturing Director,Medical,Yes,10,1,Active,5/17/2019,Bob Smith,Austin,-880,user852@example.com,109104
853,Employee_853,37,Research & Development,Research Scientist,Medical,No,5,3,On Leave,1/11/2017,Charlie Davis,New York,-929,user853@example.com,89399
854,Employee_854,37,Research & Development,Research Director,Life Sciences,No,16,3,Resigned,4/23/2014,Charlie Davis,Chicago,-954,user854@example.com,109714
855,Employee_855,38,Research & Development,Manufacturing Director,Life Sciences,No,9,3,Active,2/12/2020,Diana Green,San Francisco,-893,user855@example.com,80428
856,Employee_856,38,Research & Development,Research Scientist,Life Sciences,No,3,3,Resigned,1/5/2019,Diana Green,New York,-939,user856@example.com,117731
857,Employee_857,38,Research & Development,Laboratory Technician,Life Sciences,No,10,3,Resigned,5/31/2013,Bob Smith,Austin,-904,user857@example.com,30302
858,Employee_858,38,Research & Development,Research Scientist,Medical,No,13,3,On Leave,3/8/2020,Alice Johnson,New York,-922,user858@example.com,112558
859,Employee_859,38,Research & Development,Research Scientist,Technical Degree,No,3,3,Active,7/6/2020,Diana Green,New York,-882,user859@example.com,30055
860,Employee_860,38,Sales,Sales Executive,Life Sciences,No,8,4,Resigned,12/26/2010,Diana Green,New York,-951,user860@example.com,38717
861,Employee_861,38,Research & Development,Laboratory Technician,Life Sciences,No,2,3,Active,7/4/2016,Charlie Davis,Austin,-909,user861@example.com,58699
862,Employee_862,38,Research & Development,Manufacturing Director,Life Sciences,No,1,3,Active,3/29/2018,Diana Green,San Francisco,-890,user862@example.com,103686
863,Employee_863,38,Research & Development,Manufacturing Director,Technical Degree,No,7,1,On Leave,3/13/2018,Diana Green,Chicago,-882,user863@example.com,97661
864,Employee_864,38,Research & Development,Healthcare Representative,Medical,Yes,1,3,Active,8/20/2012,Diana Green,San Francisco,-878,user864@example.com,74247
865,Employee_865,38,Sales,Sales Executive,Life Sciences,No,16,2,Active,12/12/2019,Diana Green,New York,-949,user865@example.com,46748
866,Employee_866,38,Sales,Sales Executive,Life Sciences,No,8,3,Resigned,1/2/2015,Charlie Davis,Austin,-890,user866@example.com,34621
867,Employee_867,38,Sales,Sales Executive,Medical,No,8,3,On Leave,6/2/2014,Bob Smith,San Francisco,-933,user867@example.com,45034
868,Employee_868,38,Research & Development,Healthcare Representative,Life Sciences,No,2,3,Active,6/29/2014,Bob Smith,New York,-875,user868@example.com,35126
869,Employee_869,38,Research & Development,Research Director,Life Sciences,No,10,3,Resigned,1/26/2016,Alice Johnson,Chicago,-932,user869@example.com,35122
870,Employee_870,38,Research & Development,Research Director,Life Sciences,No,11,3,On Leave,10/22/2021,Diana Green,Chicago,-883,user870@example.com,48030
871,Employee_871,38,Research & Development,Laboratory Technician,Life Sciences,No,1,3,On Leave,1/13/2011,Charlie Davis,Chicago,-951,user871@example.com,112838
872,Employee_872,38,Research & Development,Healthcare Representative,Medical,No,1,3,Resigned,7/16/2021,Alice Johnson,New York,-899,user872@example.com,114717
873,Employee_873,38,Research & Development,Research Scientist,Life Sciences,No,0,2,Resigned,9/25/2021,Alice Johnson,Austin,-873,user873@example.com,85658
874,Employee_874,38,Sales,Sales Executive,Marketing,No,7,3,Resigned,1/5/2011,Bob Smith,San Francisco,-905,user874@example.com,68638
875,Employee_875,38,Research & Development,Healthcare Representative,Life Sciences,No,9,2,Resigned,1/6/2016,Charlie Davis,Chicago,-948,user875@example.com,97067
876,Employee_876,38,Research & Development,Manufacturing Director,Life Sciences,No,1,4,Resigned,4/5/2020,Charlie Davis,New York,-907,user876@example.com,118869
877,Employee_877,38,Research & Development,Research Scientist,Medical,No,1,1,Active,10/14/2011,Charlie Davis,New York,-906,user877@example.com,64674
878,Employee_878,38,Research & Development,Manufacturing Director,Life Sciences,No,15,3,Active,2/9/2012,Bob Smith,San Francisco,-871,user878@example.com,65854
879,Employee_879,38,Research & Development,Healthcare Representative,Life Sciences,No,4,2,On Leave,8/18/2016,Bob Smith,Chicago,-917,user879@example.com,76271
880,Employee_880,38,Sales,Sales Representative,Marketing,No,2,3,Active,2/20/2012,Bob Smith,New York,-891,user880@example.com,103688
881,Employee_881,38,Research & Development,Research Director,Technical Degree,No,15,3,Active,9/13/2014,Bob Smith,San Francisco,-929,user881@example.com,68518
882,Employee_882,38,Sales,Sales Executive,Technical Degree,No,5,3,Active,11/27/2020,Bob Smith,Austin,-924,user882@example.com,40267
883,Employee_883,38,Research & Development,Research Scientist,Medical,No,2,2,Resigned,8/4/2013,Diana Green,Austin,-921,user883@example.com,31062
884,Employee_884,38,Sales,Sales Executive,Life Sciences,No,1,3,On Leave,3/14/2019,Diana Green,Austin,-924,user884@example.com,80448
885,Employee_885,38,Research & Development,Research Scientist,Other,No,2,3,On Leave,6/7/2011,Charlie Davis,Chicago,-935,user885@example.com,36229
886,Employee_886,38,Research & Development,Healthcare Representative,Life Sciences,No,19,2,On Leave,6/6/2011,Alice Johnson,San Francisco,-898,user886@example.com,86793
887,Employee_887,38,Sales,Sales Executive,Marketing,No,8,3,On Leave,5/9/2016,Charlie Davis,San Francisco,-918,user887@example.com,77915
888,Employee_888,38,Sales,Sales Executive,Marketing,No,1,3,Active,7/24/2012,Alice Johnson,New York,-887,user888@example.com,34632
889,Employee_889,38,Human Resources,Human Resources,Human Resources,No,7,4,Active,2/9/2016,Bob Smith,New York,-886,user889@example.com,33596
890,Employee_890,38,Sales,Sales Executive,Life Sciences,No,7,3,Resigned,1/23/2021,Alice Johnson,New York,-935,user890@example.com,36168
891,Employee_891,38,Research & Development,Research Scientist,Life Sciences,No,4,3,On Leave,7/20/2022,Charlie Davis,San Francisco,-935,user891@example.com,37561
892,Employee_892,38,Human Resources,Human Resources,Human Resources,No,6,3,Active,2/15/2020,Charlie Davis,New York,-869,user892@example.com,103794
893,Employee_893,38,Research & Development,Manufacturing Director,Medical,Yes,5,3,Active,10/8/2017,Alice Johnson,San Francisco,-940,user893@example.com,112152
894,Employee_894,38,Sales,Sales Executive,Life Sciences,No,9,3,Resigned,3/7/2021,Diana Green,San Francisco,-927,user894@example.com,56734
895,Employee_895,38,Sales,Sales Executive,Life Sciences,No,3,4,Resigned,9/27/2016,Bob Smith,Austin,-927,user895@example.com,36371
896,Employee_896,38,Research & Development,Manufacturing Director,Medical,No,5,4,Resigned,11/18/2018,Bob Smith,New York,-889,user896@example.com,56069
897,Employee_897,38,Research & Development,Research Scientist,Life Sciences,No,13,4,Active,3/14/2019,Charlie Davis,Austin,-920,user897@example.com,109905
898,Employee_898,38,Research & Development,Laboratory Technician,Medical,No,4,3,Active,11/17/2011,Diana Green,Chicago,-874,user898@example.com,42910
899,Employee_899,38,Research & Development,Laboratory Technician,Medical,No,0,2,Resigned,12/1/2015,Alice Johnson,Chicago,-868,user899@example.com,103479
900,Employee_900,38,Research & Development,Laboratory Technician,Medical,No,6,2,On Leave,12/2/2020,Bob Smith,Chicago,-896,user900@example.com,107735
901,Employee_901,38,Research & Development,Healthcare Representative,Medical,No,1,3,Resigned,2/18/2021,Diana Green,San Francisco,-905,user901@example.com,111264
902,Employee_902,38,Research & Development,Laboratory Technician,Other,No,5,3,Resigned,4/17/2014,Bob Smith,San Francisco,-901,user902@example.com,53275
903,Employee_903,38,Human Resources,Human Resources,Human Resources,No,11,3,Resigned,2/8/2010,Diana Green,San Francisco,-889,user903@example.com,102274
904,Employee_904,38,Sales,Sales Representative,Marketing,No,4,2,Resigned,12/19/2016,Diana Green,New York,-871,user904@example.com,111449
905,Employee_905,38,Research & Development,Research Scientist,Medical,No,20,3,Active,6/10/2013,Charlie Davis,Austin,-931,user905@example.com,90004
906,Employee_906,38,Research & Development,Research Scientist,Life Sciences,No,5,4,On Leave,3/10/2018,Bob Smith,San Francisco,-949,user906@example.com,92981
907,Employee_907,38,Sales,Sales Representative,Life Sciences,No,1,2,Resigned,1/6/2016,Alice Johnson,Austin,-940,user907@example.com,114659
908,Employee_908,38,Human Resources,Human Resources,Other,No,6,3,On Leave,7/1/2019,Charlie Davis,Austin,-869,user908@example.com,84553
909,Employee_909,38,Sales,Sales Executive,Life Sciences,No,15,3,On Leave,6/1/2017,Charlie Davis,Austin,-944,user909@example.com,78447
910,Employee_910,38,Research & Development,Manufacturing Director,Life Sciences,No,8,3,On Leave,10/29/2010,Alice Johnson,New York,-871,user910@example.com,64529
911,Employee_911,38,Research & Development,Research Director,Medical,No,18,3,Resigned,10/9/2011,Charlie Davis,New York,-916,user911@example.com,105703
912,Employee_912,38,Sales,Sales Executive,Life Sciences,No,10,3,Active,10/26/2014,Diana Green,Chicago,-927,user912@example.com,106090
913,Employee_913,39,Sales,Sales Representative,Technical Degree,Yes,1,4,Resigned,11/30/2021,Diana Green,Chicago,-922,user913@example.com,47260
914,Employee_914,39,Sales,Sales Executive,Life Sciences,No,15,4,On Leave,8/21/2011,Bob Smith,Austin,-931,user914@example.com,33812
915,Employee_915,39,Research & Development,Laboratory Technician,Medical,No,3,3,On Leave,10/24/2011,Bob Smith,Chicago,-944,user915@example.com,58024
916,Employee_916,39,Research & Development,Healthcare Representative,Technical Degree,No,19,3,Active,11/9/2021,Alice Johnson,Austin,-940,user916@example.com,88656
917,Employee_917,39,Research & Development,Healthcare Representative,Medical,No,18,2,Resigned,9/30/2013,Bob Smith,New York,-873,user917@example.com,57285
918,Employee_918,39,Research & Development,Manager,Medical,No,21,3,On Leave,1/25/2017,Diana Green,New York,-891,user918@example.com,31605
919,Employee_919,39,Research & Development,Manager,Medical,No,21,3,Active,8/4/2020,Alice Johnson,New York,-916,user919@example.com,101158
920,Employee_920,39,Sales,Sales Executive,Medical,Yes,1,2,On Leave,9/8/2019,Alice Johnson,San Francisco,-910,user920@example.com,102303
921,Employee_921,39,Research & Development,Manager,Life Sciences,No,21,3,Active,10/18/2021,Bob Smith,Austin,-909,user921@example.com,57139
922,Employee_922,39,Research & Development,Laboratory Technician,Life Sciences,No,8,3,Active,6/25/2022,Diana Green,New York,-870,user922@example.com,107149
923,Employee_923,39,Research & Development,Healthcare Representative,Technical Degree,No,20,3,Resigned,10/10/2010,Alice Johnson,Austin,-935,user923@example.com,86138
924,Employee_924,39,Human Resources,Human Resources,Human Resources,No,8,1,On Leave,1/27/2020,Diana Green,Chicago,-891,user924@example.com,106125
925,Employee_925,39,Human Resources,Human Resources,Life Sciences,No,5,3,Resigned,1/26/2014,Diana Green,Chicago,-933,user925@example.com,43918
926,Employee_926,39,Research & Development,Laboratory Technician,Medical,Yes,2,1,On Leave,3/6/2021,Diana Green,New York,-884,user926@example.com,115655
927,Employee_927,39,Sales,Sales Executive,Life Sciences,No,8,3,Resigned,6/15/2021,Bob Smith,Austin,-949,user927@example.com,57446
928,Employee_928,39,Research & Development,Manufacturing Director,Life Sciences,No,21,3,On Leave,4/6/2011,Charlie Davis,New York,-885,user928@example.com,43046
929,Employee_929,39,Research & Development,Manufacturing Director,Medical,No,21,3,Resigned,5/14/2016,Charlie Davis,Chicago,-877,user929@example.com,54818
930,Employee_930,39,Research & Development,Healthcare Representative,Life Sciences,Yes,18,3,Active,4/12/2020,Alice Johnson,New York,-912,user930@example.com,34324
931,Employee_931,39,Research & Development,Laboratory Technician,Life Sciences,No,5,2,On Leave,10/4/2016,Diana Green,Austin,-866,user931@example.com,106323
932,Employee_932,39,Research & Development,Manager,Medical,No,19,3,On Leave,9/21/2014,Bob Smith,Chicago,-879,user932@example.com,39111
933,Employee_933,39,Research & Development,Research Scientist,Medical,Yes,5,3,Active,10/8/2013,Diana Green,San Francisco,-929,user933@example.com,68110
934,Employee_934,39,Research & Development,Manufacturing Director,Life Sciences,No,8,3,Resigned,7/6/2017,Diana Green,Chicago,-903,user934@example.com,46389
935,Employee_935,39,Sales,Sales Executive,Life Sciences,No,5,4,On Leave,5/30/2011,Bob Smith,San Francisco,-902,user935@example.com,71427
936,Employee_936,39,Research & Development,Healthcare Representative,Life Sciences,No,6,3,On Leave,12/4/2011,Charlie Davis,New York,-876,user936@example.com,109579
937,Employee_937,39,Research & Development,Laboratory Technician,Life Sciences,Yes,1,4,Resigned,7/12/2014,Diana Green,New York,-942,user937@example.com,58746
938,Employee_938,39,Research & Development,Manufacturing Director,Life Sciences,No,2,3,Active,8/29/2015,Diana Green,Austin,-868,user938@example.com,117886
939,Employee_939,39,Sales,Sales Executive,Medical,No,7,3,Resigned,1/23/2010,Charlie Davis,San Francisco,-898,user939@example.com,30117
